record_type,ring_no,scheme,scheme2,ring_no2,species_name,age,pulli_ringed,pulli_alive,sex,sexing_method,provisional_sex,breeding_condition,visit_date,capture_time,location_name,gridRef,habitat_1,habitat_2,status_code_1,status_code_2,lure_code_1,lure_code_2,wing_length,weight,date_measured,time_w,condition,moult_code,alula,old_greater_coverts,primary_moult,primary_covert_moult_scores,secondary_moult_scores,finding_condition,finding_circumstances,capture_method,metal_mark_info,ringer_initials,ringer_check_initials,processor_initials,extractor_initials,wing_initials,colour_mark_info,metal_mark_position,fatCombined,pectoral_muscle,body_moult,greater_covert_moult_scores,alula_moult_scores,carpal_covert_moult,wing_point,primary_length,bill_length_method,bill_length,head_bill_length,bill_depth_method,bill_depth,tarsus_length_method,tail_moult_scores,tarsus_length,tail_length,claw_length,plumage,tail_diff,lesser_median_covert_moult,underwing_covert_moult,head_moult,upperparts_moult,underparts_moult,permit_no,pullus_stage,extra_text,date_accuracy,left_leg_below,right_leg_below,left_leg_above,right_leg_above,neck_collar,left_wing_tag,right_wing_tag,nasal_saddle,sample_processed,high_tide_time,finder_name,own,own2,userc1,userc2,email,userc3,userc4,userc5,userv1,userv2,userv3,userv4,userv5,l_primary_moult_scores,l_secondary_moult_scores,l_tail_moult_scores,l_primary_covert_moult_scores,l_greater_covert_moult_scores,l_carpal_covert_moult,l_alula_moult_scores,toe_span
N,NF29201,GBT,,,House Sparrow,4,,,F,P,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,77,28,05/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF29200,GBT,,,House Sparrow,4,,,M,P,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,79,26.1,05/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,S257873,GBT,,,Blue Tit,6,,,M,P,U,,03/01/2020,14:50,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,67,10.7,03/01/2020,14:50,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ1030,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,14:50,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,65,11.4,03/01/2020,14:50,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ4929,GBT,,,Great Tit,5,,,M,P,U,,03/01/2020,14:50,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,77,19.5,03/01/2020,14:50,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6549,GBT,,,Blue Tit,6,,,M,P,U,,03/01/2020,14:50,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,65,11.1,03/01/2020,14:50,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ4876,GBT,,,Great Tit,5,,,M,P,U,,03/01/2020,14:40,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,78,18.6,03/01/2020,14:40,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6144,GBT,,,Blue Tit,6,,,F,P,U,,03/01/2020,14:40,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,62,10.6,03/01/2020,14:40,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ4938,GBT,,,Blue Tit,5,,,M,P,U,,03/01/2020,14:40,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,63,11.1,03/01/2020,14:40,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S948740,GBT,,,Blue Tit,6,,,M,P,U,,03/01/2020,14:40,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,66,11.9,03/01/2020,14:40,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6519,GBT,,,Blue Tit,6,,,U,U,U,,03/01/2020,14:40,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,62,11,03/01/2020,14:40,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6173,GBT,,,Blue Tit,6,,,U,U,U,,03/01/2020,14:40,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,64,11,03/01/2020,14:40,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ0927,GBT,,,Goldfinch,5,,,F,P,U,,06/01/2020,13:00,WHR (Gravesend),TQ6572,F1,--,U,U,U,U,75,15.4,06/01/2020,13:00,N,O,,,,,,0,--,M,N,-,-,RK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,ABJ4865,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,14:40,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,62,10.9,03/01/2020,14:40,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ4901,GBT,,,Great Tit,5,,,F,P,U,,03/01/2020,14:40,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,77,18.8,03/01/2020,14:40,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6492,GBT,,,Blue Tit,6,,,U,U,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,62,11.1,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6490,GBT,,,Great Tit,6,,,M,P,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,76,18.3,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ1113,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,64,10.7,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,D714916,GBT,,,Blue Tit,6,,,M,P,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,65,11.4,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE7347,GBT,,,Blue Tit,6,,,M,P,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,67,11.4,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ1118,GBT,,,Blue Tit,6,,,M,P,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,66,11.3,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,Z333420,GBT,,,Blue Tit,6,,,M,P,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,66,11.5,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6534,GBT,,,Great Tit,6,,,M,P,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,77,20,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6150,GBT,,,Great Tit,6,,,F,P,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,74,16.5,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ0659,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,62,11.3,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S948770,GBT,,,Great Tit,6,,,M,P,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,77,19,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ4884,GBT,,,Blue Tit,5,,,M,P,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,64,10.9,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ4906,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,63,10.9,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ0776,GBT,,,Great Tit,5,,,M,P,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,76,17.6,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ4930,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,65,10.6,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ1060,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,65,9.7,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ0653,GBT,,,Great Tit,5,,,M,P,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,77,17.8,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ0643,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,14:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,61,9.9,03/01/2020,14:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6491,GBT,,,Great Tit,6,,,F,P,U,,03/01/2020,13:20,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,75,19.2,03/01/2020,13:20,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,Z813435,GBT,,,Blue Tit,6,,,F,P,U,,03/01/2020,13:20,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,62,10.8,03/01/2020,13:20,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6762,GBT,,,Great Tit,6,,,M,P,U,,03/01/2020,13:20,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,77,19.9,03/01/2020,13:20,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S948494,GBT,,,Great Tit,6,,,F,P,U,,03/01/2020,13:10,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,76,18.3,03/01/2020,13:10,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE7183,GBT,,,Blue Tit,6,,,U,U,U,,03/01/2020,13:10,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,66,11.8,03/01/2020,13:10,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ4893,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,13:10,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,64,10.9,03/01/2020,13:10,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ1170,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,13:10,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,63,10.6,03/01/2020,13:10,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AHB0487,GBT,,,Great Tit,6,,,F,P,U,,06/01/2020,12:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,75,18.7,06/01/2020,12:00,N,O,,,,,,8,20,M,-,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,Z436519,GBT,,,Blue Tit,6,,,U,U,U,,06/01/2020,12:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,63,11,06/01/2020,12:00,N,O,,,,,,8,20,M,-,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AHB1034,GBT,,,Blue Tit,6,,,U,U,U,,06/01/2020,12:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,63,10.4,06/01/2020,12:00,N,O,,,,,,8,20,M,-,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6980,GBT,,,Blue Tit,5,,,U,U,U,,06/01/2020,11:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,62,10.6,06/01/2020,11:00,N,O,,,,,,8,20,M,-,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ0177,GBT,,,Blue Tit,5,,,U,U,U,,06/01/2020,11:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,62,10,06/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0176,GBT,,,Great Tit,5,,,F,P,U,,06/01/2020,11:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,72,17.9,06/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0175,GBT,,,Great Tit,5,,,F,P,U,,06/01/2020,10:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,72,17.4,06/01/2020,10:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,KKJ515,GBT,,,Wren,6,,,U,U,U,,06/01/2020,10:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,49,7.4,06/01/2020,10:00,N,O,,,,,,8,20,M,-,-,-,MAH,-,,-,U,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ0174,GBT,,,Robin,5,,,U,U,U,,06/01/2020,09:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,69,18.8,06/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0173,GBT,,,Robin,5,,,U,U,U,,06/01/2020,09:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,74,19.8,06/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0172,GBT,,,Blue Tit,5,,,U,U,U,,06/01/2020,09:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,62,11.7,06/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0171,GBT,,,Blue Tit,6,,,U,U,U,,06/01/2020,09:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,64,9.9,06/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKK500,GBT,,,Goldcrest,5,,,M,P,U,,06/01/2020,09:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,52,5,06/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0170,GBT,,,Robin,5,,,U,U,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,73,21.5,06/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,ANE7842,GBT,,,Great Tit,5,,,M,P,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,77,18.9,06/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ0169,GBT,,,Blue Tit,6,,,U,U,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,63,10.4,06/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,ANE5161,GBT,,,Blue Tit,6,,,U,U,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,63,10.3,06/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,AZJ0168,GBT,,,Blue Tit,5,,,U,U,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,63,11.4,06/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF28088,GBT,,,Dunnock,5,,,U,U,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,68,21,06/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,ANE6979,GBT,,,Blue Tit,5,,,U,U,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,63,10.4,06/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,LK63850,GBT,,,Blackbird,6,,,F,P,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,133,113,06/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0167,GBT,,,Blue Tit,5,,,U,U,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,62,10.3,06/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ0166,GBT,,,Robin,5,,,U,U,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,71,22.1,06/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,S255982,GBT,,,Blue Tit,6,,,U,U,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,64,11.1,06/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,MAH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,KKK499,GBT,,,Firecrest,5,,,M,P,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,53,5.3,06/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKK498,GBT,,,Wren,5,,,U,U,U,,06/01/2020,08:00,TTI (Two Tree Island),TQ8284,B7,--,U,U,U,U,47,8.7,06/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,MAH,-,,-,U,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,ABJ4891,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,13:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,65,11.5,03/01/2020,13:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ0757,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,13:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,63,11.2,03/01/2020,13:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ0753,GBT,,,Blue Tit,5,,,U,U,U,,03/01/2020,13:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,64,11.1,03/01/2020,13:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ1181,GBT,,,Goldfinch,5,,,F,P,U,,03/01/2020,13:00,"CHU (Great Buckland, near Rochester)",TQ6664,A1,--,U,U,U,U,79,15.3,03/01/2020,13:00,N,O,,,,,,8,20,M,-,-,-,ARH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
