record_type,ring_no,scheme,scheme2,ring_no2,species_name,age,pulli_ringed,pulli_alive,sex,sexing_method,provisional_sex,breeding_condition,visit_date,capture_time,location_name,gridRef,habitat_1,habitat_2,status_code_1,status_code_2,lure_code_1,lure_code_2,wing_length,weight,date_measured,time_w,condition,moult_code,alula,old_greater_coverts,primary_moult,primary_covert_moult_scores,secondary_moult_scores,finding_condition,finding_circumstances,capture_method,metal_mark_info,ringer_initials,ringer_check_initials,processor_initials,extractor_initials,wing_initials,colour_mark_info,metal_mark_position,fatCombined,pectoral_muscle,body_moult,greater_covert_moult_scores,alula_moult_scores,carpal_covert_moult,wing_point,primary_length,bill_length_method,bill_length,head_bill_length,bill_depth_method,bill_depth,tarsus_length_method,tail_moult_scores,tarsus_length,tail_length,claw_length,plumage,tail_diff,lesser_median_covert_moult,underwing_covert_moult,head_moult,upperparts_moult,underparts_moult,permit_no,pullus_stage,extra_text,date_accuracy,left_leg_below,right_leg_below,left_leg_above,right_leg_above,neck_collar,left_wing_tag,right_wing_tag,nasal_saddle,sample_processed,high_tide_time,finder_name,own,own2,userc1,userc2,email,userc3,userc4,userc5,userv1,userv2,userv3,userv4,userv5,l_primary_moult_scores,l_secondary_moult_scores,l_tail_moult_scores,l_primary_covert_moult_scores,l_greater_covert_moult_scores,l_carpal_covert_moult,l_alula_moult_scores,toe_span
S,AZJ0821,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,12:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,64,11.8,05/01/2020,12:00,N,O,,,,,,8,20,M,-,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ1501,GBT,,,Great Tit,5,,,F,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,75,18.6,05/01/2020,11:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S947172,GBT,,,Blue Tit,6,,,U,U,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,61,10.5,05/01/2020,11:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ1478,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,63,11.6,05/01/2020,11:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S947998,GBT,,,Blue Tit,6,,,U,U,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,63,10.6,05/01/2020,11:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ1504,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,63,10.3,05/01/2020,11:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6352,GBT,,,Great Tit,6,,,M,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,76,19.6,05/01/2020,11:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE7028,GBT,,,Robin,4,,,U,U,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,80,21.3,05/01/2020,11:00,N,O,,,,,,8,20,M,-,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ4960,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,66,10.6,05/01/2020,10:00,N,O,,,,,,8,20,M,-,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,KKJ328,GBT,,,Long-tailed Tit,4,,,U,U,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,63,8.6,05/01/2020,10:00,N,O,,,,,,8,20,M,-,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S257643,GBT,,,Blue Tit,6,,,U,U,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,63,10.4,05/01/2020,10:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ1502,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,65,11.6,05/01/2020,10:00,N,O,,,,,,8,20,M,-,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ1488,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,63,10.8,05/01/2020,10:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6012,GBT,,,Robin,6,,,U,U,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,78,22.3,05/01/2020,10:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ2522,GBT,,,Great Tit,5,,,M,P,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,78,20.6,05/01/2020,10:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ1160,GBT,,,Robin,5,,,U,U,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,73,20,05/01/2020,10:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,KKK952,GBT,,,Long-tailed Tit,4,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,61,8.3,05/01/2020,09:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,KKK968,GBT,,,Long-tailed Tit,4,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,61,8.4,05/01/2020,09:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ1099,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,64,10.4,05/01/2020,09:00,N,O,,,,,,8,20,M,-,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S948108,GBT,,,Blue Tit,6,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,68,12.2,05/01/2020,09:00,N,O,,,,,,8,20,M,-,-,-,BJS,-,,-,U,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE6623,GBT,,,Blue Tit,6,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,62,9.8,05/01/2020,09:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,NY02097,GBT,,,Dunnock,4,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,71,21.9,05/01/2020,09:00,N,O,,,,,,8,20,M,-,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ2528,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,60,10.2,05/01/2020,09:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE7141,GBT,,,Great Tit,6,,,F,P,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,74,17.6,05/01/2020,09:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,KKJ951,GBT,,,Long-tailed Tit,4,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,61,7.5,05/01/2020,09:00,N,O,,,,,,8,20,M,-,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,KKJ483,GBT,,,Long-tailed Tit,4,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,60,7.6,05/01/2020,09:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,NF29103,GBT,,,Dunnock,4,,,U,U,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,68,23.4,05/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,JNT738,GBT,,,Long-tailed Tit,4,,,U,U,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,62,8.3,05/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ1969,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,64,10,05/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ABJ2513,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,63,11.3,05/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,LL57123,GBT,,,Great Spotted Woodpecker,5,,,M,P,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,133,80.3,05/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ0841,GBT,,,Goldfinch,5,,,U,U,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,73,15.5,05/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AHB0313,GBT,,,Goldfinch,6,,,M,P,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,79,16,05/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ1163,GBT,,,Blue Tit,5,,,F,P,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,61,9.9,05/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AZJ0818,GBT,,,Goldfinch,5,,,M,P,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,79,15.7,05/01/2020,08:00,N,O,,,,,,8,20,M,-,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,KKK989,GBT,,,Long-tailed Tit,4,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,59,7.1,05/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1242,GBT,,,Chaffinch,6,,,F,P,U,,05/01/2020,12:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,86,23.4,05/01/2020,12:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1241,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,65,11.2,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1240,GBT,,,Reed Bunting,5,,,F,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,77,19,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1239,GBT,,,Chaffinch,6,,,M,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,90,24.4,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1238,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,62,10.1,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1237,GBT,,,Reed Bunting,5,,,F,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,76,20.2,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1236,GBT,,,Reed Bunting,6,,,M,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,85,20.2,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1235,GBT,,,Reed Bunting,6,,,M,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,81,20.5,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1234,GBT,,,Reed Bunting,5,,,F,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,74,17.4,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1233,GBT,,,Reed Bunting,5,,,F,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,75,18.2,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1232,GBT,,,Reed Bunting,5,,,M,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,75,16.8,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1231,GBT,,,Chaffinch,5,,,F,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,79,19,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1230,GBT,,,Reed Bunting,5,,,M,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,81,20.4,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1229,GBT,,,Goldfinch,5,,,M,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,79,16.8,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1228,GBT,,,Goldfinch,5,,,F,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,76,14.9,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1227,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,63,10.3,05/01/2020,10:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1226,GBT,,,Reed Bunting,5,,,F,P,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,74,18.9,05/01/2020,10:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1225,GBT,,,Reed Bunting,5,,,F,P,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,74,17.8,05/01/2020,10:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1224,GBT,,,Chaffinch,6,,,F,P,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,82,20.2,05/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1223,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,64,11,05/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1222,GBT,,,Blue Tit,5,,,U,U,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,63,10.8,05/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1221,GBT,,,Goldfinch,5,,,M,P,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,79,16.2,05/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1220,GBT,,,Chaffinch,6,,,M,P,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,90,22.3,05/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AZJ1219,GBT,,,Chaffinch,5,,,M,P,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,87,27.1,05/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKK988,GBT,,,Goldcrest,6,,,M,P,U,,05/01/2020,09:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,52,5.4,05/01/2020,09:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF29207,GBT,,,Greenfinch,6,,,F,P,U,,05/01/2020,11:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,81,28,05/01/2020,11:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF29206,GBT,,,Greenfinch,5,,,F,P,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,87,28.7,05/01/2020,10:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF29205,GBT,,,Greenfinch,5,,,F,P,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,88,26.8,05/01/2020,10:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF29204,GBT,,,Greenfinch,5,,,F,P,U,,05/01/2020,10:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,85,26.8,05/01/2020,10:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF29203,GBT,,,House Sparrow,4,,,F,P,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,77,27.7,05/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF29202,GBT,,,House Sparrow,4,,,M,P,U,,05/01/2020,08:00,"BRO (Northward Hill, High Halstow, Rochester)",TQ7676,B7,--,U,U,U,U,76,28.5,05/01/2020,08:00,N,O,,,,,,0,--,M,N,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
